date,state,fips,cases,deaths,daily cases,daily deaths
2020-03-13,Alabama,1,6,0,,
2020-03-14,Alabama,1,12,0,6.0,0.0
2020-03-15,Alabama,1,23,0,11.0,0.0
2020-03-16,Alabama,1,29,0,6.0,0.0
2020-03-17,Alabama,1,39,0,10.0,0.0
2020-03-18,Alabama,1,51,0,12.0,0.0
2020-03-19,Alabama,1,78,0,27.0,0.0
2020-03-20,Alabama,1,106,0,28.0,0.0
2020-03-21,Alabama,1,131,0,25.0,0.0
2020-03-22,Alabama,1,157,0,26.0,0.0
2020-03-23,Alabama,1,196,0,39.0,0.0
2020-03-24,Alabama,1,242,0,46.0,0.0
2020-03-25,Alabama,1,386,1,144.0,1.0
2020-03-26,Alabama,1,538,3,152.0,2.0
2020-03-27,Alabama,1,639,4,101.0,1.0
2020-03-28,Alabama,1,720,4,81.0,0.0
2020-03-29,Alabama,1,830,5,110.0,1.0
2020-03-30,Alabama,1,947,11,117.0,6.0
2020-03-31,Alabama,1,999,14,52.0,3.0
2020-04-01,Alabama,1,1108,28,109.0,14.0
2020-04-02,Alabama,1,1270,32,162.0,4.0
2020-04-03,Alabama,1,1535,38,265.0,6.0
2020-04-04,Alabama,1,1632,44,97.0,6.0
2020-04-05,Alabama,1,1840,45,208.0,1.0
2020-04-06,Alabama,1,2005,53,165.0,8.0
2020-04-07,Alabama,1,2197,64,192.0,11.0
2020-04-08,Alabama,1,2498,67,301.0,3.0
2020-04-09,Alabama,1,2838,78,340.0,11.0
2020-04-10,Alabama,1,3008,80,170.0,2.0
2020-04-11,Alabama,1,3262,93,254.0,13.0
2020-04-12,Alabama,1,3583,93,321.0,0.0
2020-04-13,Alabama,1,3805,104,222.0,11.0
2020-04-14,Alabama,1,3953,114,148.0,10.0
2020-04-15,Alabama,1,4241,123,288.0,9.0
2020-04-16,Alabama,1,4404,137,163.0,14.0
2020-04-17,Alabama,1,4572,151,168.0,14.0
2020-04-18,Alabama,1,4723,147,151.0,-4.0
2020-04-19,Alabama,1,4903,160,180.0,13.0
2020-04-20,Alabama,1,5078,164,175.0,4.0
2020-04-21,Alabama,1,5327,186,249.0,22.0
2020-04-22,Alabama,1,5610,201,283.0,15.0
2020-04-23,Alabama,1,5832,197,222.0,-4.0
2020-04-24,Alabama,1,6026,209,194.0,12.0
2020-04-25,Alabama,1,6213,213,187.0,4.0
2020-04-26,Alabama,1,6421,219,208.0,6.0
2020-04-27,Alabama,1,6539,228,118.0,9.0
2020-04-28,Alabama,1,6750,242,211.0,14.0
2020-04-29,Alabama,1,6925,262,175.0,20.0
2020-04-30,Alabama,1,7068,272,143.0,10.0
2020-05-01,Alabama,1,7294,289,226.0,17.0
2020-05-02,Alabama,1,7611,288,317.0,-1.0
2020-05-03,Alabama,1,7888,290,277.0,2.0
2020-05-04,Alabama,1,8112,298,224.0,8.0
2020-05-05,Alabama,1,8437,315,325.0,17.0
2020-05-06,Alabama,1,8691,343,254.0,28.0
2020-05-07,Alabama,1,9046,369,355.0,26.0
2020-05-08,Alabama,1,9385,383,339.0,14.0
2020-05-09,Alabama,1,9668,390,283.0,7.0
2020-05-10,Alabama,1,9889,393,221.0,3.0
2020-05-11,Alabama,1,10164,403,275.0,10.0
2020-05-12,Alabama,1,10464,435,300.0,32.0
2020-05-13,Alabama,1,10700,450,236.0,15.0
2020-05-14,Alabama,1,11101,473,401.0,23.0
2020-05-15,Alabama,1,11373,483,272.0,10.0
2020-05-16,Alabama,1,11674,485,301.0,2.0
2020-05-17,Alabama,1,11771,488,97.0,3.0
2020-05-18,Alabama,1,12086,489,315.0,1.0
2020-05-19,Alabama,1,12376,504,290.0,15.0
2020-05-20,Alabama,1,13052,522,676.0,18.0
2020-05-21,Alabama,1,13414,529,362.0,7.0
2020-05-22,Alabama,1,13670,541,256.0,12.0
2020-05-23,Alabama,1,14149,549,479.0,8.0
2020-05-24,Alabama,1,14478,551,329.0,2.0
2020-05-25,Alabama,1,14986,566,508.0,15.0
2020-05-26,Alabama,1,15650,580,664.0,14.0
2020-05-27,Alabama,1,16032,583,382.0,3.0
2020-05-28,Alabama,1,16530,591,498.0,8.0
2020-05-29,Alabama,1,17031,610,501.0,19.0
2020-05-30,Alabama,1,17359,618,328.0,8.0
2020-05-31,Alabama,1,17952,630,593.0,12.0
2020-06-01,Alabama,1,18534,646,582.0,16.0
2020-06-02,Alabama,1,18771,653,237.0,7.0
2020-06-03,Alabama,1,18851,653,80.0,0.0
2020-06-04,Alabama,1,19072,653,221.0,0.0
2020-06-05,Alabama,1,19387,676,315.0,23.0
2020-06-06,Alabama,1,20043,689,656.0,13.0
2020-06-07,Alabama,1,20500,692,457.0,3.0
2020-06-08,Alabama,1,20925,718,425.0,26.0
2020-06-09,Alabama,1,21422,729,497.0,11.0
2020-06-10,Alabama,1,21989,744,567.0,15.0
2020-06-11,Alabama,1,22845,755,856.0,11.0
2020-06-12,Alabama,1,23710,769,865.0,14.0
2020-06-13,Alabama,1,24601,773,891.0,4.0
2020-06-14,Alabama,1,25615,773,1014.0,0.0
2020-06-15,Alabama,1,26272,774,657.0,1.0
2020-06-16,Alabama,1,26912,785,640.0,11.0
2020-06-17,Alabama,1,27312,790,400.0,5.0
2020-06-18,Alabama,1,28206,810,894.0,20.0
2020-06-19,Alabama,1,29002,822,796.0,12.0
2020-06-20,Alabama,1,29549,838,547.0,16.0
2020-06-21,Alabama,1,30021,839,472.0,1.0
2020-06-22,Alabama,1,30454,841,433.0,2.0
2020-06-23,Alabama,1,31097,864,643.0,23.0
2020-06-24,Alabama,1,32064,891,967.0,27.0
2020-06-25,Alabama,1,33206,896,1142.0,5.0
2020-06-26,Alabama,1,34183,907,977.0,11.0
2020-06-27,Alabama,1,35083,919,900.0,12.0
2020-06-28,Alabama,1,35441,919,358.0,0.0
2020-06-29,Alabama,1,37175,929,1734.0,10.0
2020-06-30,Alabama,1,38045,950,870.0,21.0
2020-07-01,Alabama,1,38962,972,917.0,22.0
2020-07-02,Alabama,1,40111,985,1149.0,13.0
2020-07-03,Alabama,1,41865,1006,1754.0,21.0
2020-07-04,Alabama,1,42862,1007,997.0,1.0
2020-07-05,Alabama,1,43953,1007,1091.0,0.0
2020-07-06,Alabama,1,44878,1007,925.0,0.0
2020-07-07,Alabama,1,45785,1033,907.0,26.0
2020-07-08,Alabama,1,46962,1058,1177.0,25.0
2020-07-09,Alabama,1,49174,1068,2212.0,10.0
2020-07-10,Alabama,1,50508,1104,1334.0,36.0
2020-07-11,Alabama,1,51947,1114,1439.0,10.0
2020-07-12,Alabama,1,53587,1121,1640.0,7.0
2020-07-13,Alabama,1,55545,1124,1958.0,3.0
2020-07-14,Alabama,1,57255,1164,1710.0,40.0
2020-07-15,Alabama,1,59067,1211,1812.0,47.0
2020-07-16,Alabama,1,61088,1230,2021.0,19.0
2020-07-17,Alabama,1,63091,1265,2003.0,35.0
2020-07-18,Alabama,1,65234,1286,2143.0,21.0
2020-07-19,Alabama,1,67011,1287,1777.0,1.0
2020-07-20,Alabama,1,68891,1291,1880.0,4.0
2020-07-21,Alabama,1,70358,1303,1467.0,12.0
2020-07-22,Alabama,1,71813,1364,1455.0,61.0
2020-07-23,Alabama,1,74212,1397,2399.0,33.0
2020-07-24,Alabama,1,76005,1438,1793.0,41.0
2020-07-25,Alabama,1,78130,1456,2125.0,18.0
2020-07-26,Alabama,1,79294,1473,1164.0,17.0
2020-07-27,Alabama,1,81115,1491,1821.0,18.0
2020-07-28,Alabama,1,82366,1491,1251.0,0.0
2020-07-29,Alabama,1,83782,1538,1416.0,47.0
2020-07-30,Alabama,1,85762,1565,1980.0,27.0
2020-07-31,Alabama,1,87723,1580,1961.0,15.0
2020-08-01,Alabama,1,89349,1603,1626.0,23.0
2020-08-02,Alabama,1,91444,1627,2095.0,24.0
2020-08-03,Alabama,1,92661,1633,1217.0,6.0
2020-08-04,Alabama,1,93702,1666,1041.0,33.0
2020-08-05,Alabama,1,94654,1695,952.0,29.0
2020-08-06,Alabama,1,96592,1714,1938.0,19.0
2020-08-07,Alabama,1,98301,1735,1709.0,21.0
2020-08-08,Alabama,1,100173,1755,1872.0,20.0
2020-08-09,Alabama,1,101334,1768,1161.0,13.0
2020-08-10,Alabama,1,103020,1797,1686.0,29.0
2020-08-11,Alabama,1,103851,1847,831.0,50.0
2020-08-12,Alabama,1,104786,1882,935.0,35.0
2020-08-13,Alabama,1,105557,1890,771.0,8.0
2020-08-14,Alabama,1,106309,1893,752.0,3.0
2020-08-15,Alabama,1,107580,1896,1271.0,3.0
2020-08-16,Alabama,1,108433,1898,853.0,2.0
2020-08-17,Alabama,1,109004,1925,571.0,27.0
2020-08-18,Alabama,1,110361,1936,1357.0,11.0
2020-08-19,Alabama,1,111478,1944,1117.0,8.0
2020-08-20,Alabama,1,112449,1974,971.0,30.0
2020-08-21,Alabama,1,113632,1996,1183.0,22.0
2020-08-22,Alabama,1,114532,2011,900.0,15.0
2020-08-23,Alabama,1,115060,2013,528.0,2.0
2020-08-24,Alabama,1,116710,2024,1650.0,11.0
2020-08-25,Alabama,1,117242,2037,532.0,13.0
2020-08-26,Alabama,1,119254,2045,2012.0,8.0
2020-08-27,Alabama,1,121023,2076,1769.0,31.0
2020-08-28,Alabama,1,122185,2107,1162.0,31.0
2020-08-29,Alabama,1,123889,2152,1704.0,45.0
2020-08-30,Alabama,1,125235,2162,1346.0,10.0
2020-08-31,Alabama,1,126058,2182,823.0,20.0
2020-09-01,Alabama,1,127616,2200,1558.0,18.0
2020-09-02,Alabama,1,128239,2217,623.0,17.0
2020-09-03,Alabama,1,129285,2233,1046.0,16.0
2020-09-04,Alabama,1,130393,2266,1108.0,33.0
2020-09-05,Alabama,1,131803,2275,1410.0,9.0
2020-09-06,Alabama,1,132314,2276,511.0,1.0
2020-09-07,Alabama,1,132973,2276,659.0,0.0
2020-09-08,Alabama,1,133606,2277,633.0,1.0
2020-09-09,Alabama,1,134417,2285,811.0,8.0
2020-09-10,Alabama,1,135565,2301,1148.0,16.0
2020-09-11,Alabama,1,136703,2333,1138.0,32.0
2020-09-12,Alabama,1,137646,2350,943.0,17.0
2020-09-13,Alabama,1,138755,2351,1109.0,1.0
2020-09-14,Alabama,1,139459,2355,704.0,4.0
